"Severity","Appender","Date","Time","Category","Message"
"WARN","defaultLogAppender","01/18/2018","15:30:01","default","Application reloading now (reload requested)"
"WARN","defaultLogAppender","01/18/2018","15:30:07","default","Application reload complete"
"ERROR","defaultLogAppender","01/18/2018","15:30:09","OpenPreside Website","Application Execution Exception  CFErrorType=expression  CFDetails=Java type of the object is java.lang.String  CFMessage=Can't cast String [] to a value of type [Array]  CFStackTrace=Can't cast String [] to a value of type [Array]  	at lucee.runtime.op.Caster.toArray(Caster.java:2279):2279  	at views.formcontrols.select.index_cfm$cf.call(/app/views/formcontrols/select/index.cfm:25):25  	at lucee.runtime.PageContextImpl.doInclude(PageContextImpl.java:957):957  	at lucee.runtime.PageContextImpl.doInclude(PageContextImpl.java:861):861  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:332):332  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:322):322  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:158):158  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.controller_cfc$cf.udfCall(/preside/system/coldboxModifications/Controller.cfc:104):104  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.services.forms.formsservice_cfc$cf.udfCall2(/preside/system/services/forms/FormsService.cfc:467):467  	at system.services.forms.formsservice_cfc$cf.udfCall(/preside/system/services/forms/FormsService.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.services.forms.formsservice_cfc$cf.udfCall1(/preside/system/services/forms/FormsService.cfc:382):382  	at system.services.forms.formsservice_cfc$cf.udfCall(/preside/system/services/forms/FormsService.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.helpers.presideproxies_cfm$cf.udfCall2(/preside/system/helpers/presideProxies.cfm:98):98  	at system.helpers.presideproxies_cfm$cf.udfCall(/preside/system/helpers/presideProxies.cfm):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at views.page_types225.event_booking.index_cfm$cf.call(/app/views/page-types/event_booking/index.cfm:20):20  	at lucee.runtime.PageContextImpl.doInclude(PageContextImpl.java:957):957  	at lucee.runtime.PageContextImpl.doInclude(PageContextImpl.java:861):861  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:332):332  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:322):322  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall1(/preside/system/coldboxModifications/plugins/Renderer.cfc:158):158  	at system.coldboxmodifications.plugins.renderer_cfc$cf.udfCall(/preside/system/coldboxModifications/plugins/Renderer.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.services.presideobjects.presideobjectviewservice_cfc$cf.udfCall1(/preside/system/services/presideObjects/PresideObjectViewService.cfc:115):115  	at system.services.presideobjects.presideobjectviewservice_cfc$cf.udfCall(/preside/system/services/presideObjects/PresideObjectViewService.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.helpers.presideproxies_cfm$cf.udfCall1(/preside/system/helpers/presideProxies.cfm:27):27  	at system.helpers.presideproxies_cfm$cf.udfCall(/preside/system/helpers/presideProxies.cfm):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at handlers.page_types225.event_booking_cfc$cf.udfCall(/app/handlers/page-types/event_booking.cfc:9):9  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:211):211  	at lucee.runtime.tag.Invoke.doFunction(Invoke.java:235):235  	at lucee.runtime.tag.Invoke.doEndTag(Invoke.java:202):202  	at system.eventhandler_cfc$cf.udfCall(/coldbox/system/EventHandler.cfc:86):86  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1774):1774  	at lucee.runtime.tag.Invoke.doComponent(Invoke.java:221):221  	at lucee.runtime.tag.Invoke.doEndTag(Invoke.java:194):194  	at system.web.controller_cfc$cf.udfCall6(/coldbox/system/web/Controller.cfc:759):759  	at system.web.controller_cfc$cf.udfCall(/coldbox/system/web/Controller.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.call(UDFImpl.java:229):229  	at lucee.runtime.type.scope.UndefinedImpl.call(UndefinedImpl.java:766):766  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:743):743  	at lucee.runtime.PageContextImpl.getFunction(PageContextImpl.java:1599):1599  	at system.web.controller_cfc$cf.udfCall5(/coldbox/system/web/Controller.cfc:648):648  	at system.web.controller_cfc$cf.udfCall(/coldbox/system/web/Controller.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.controller_cfc$cf.udfCall(/preside/system/coldboxModifications/Controller.cfc:93):93  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.helpers.presideproxies_cfm$cf.udfCall1(/preside/system/helpers/presideProxies.cfm:35):35  	at system.helpers.presideproxies_cfm$cf.udfCall(/preside/system/helpers/presideProxies.cfm):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.type.scope.UndefinedImpl.callWithNamedValues(UndefinedImpl.java:775):775  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.handlers.core.sitetreepagerequesthandler_cfc$cf.udfCall(/preside/system/handlers/core/SiteTreePageRequestHandler.cfc:62):62  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1774):1774  	at lucee.runtime.tag.Invoke.doComponent(Invoke.java:221):221  	at lucee.runtime.tag.Invoke.doEndTag(Invoke.java:194):194  	at system.web.controller_cfc$cf.udfCall6(/coldbox/system/web/Controller.cfc:764):764  	at system.web.controller_cfc$cf.udfCall(/coldbox/system/web/Controller.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.call(UDFImpl.java:229):229  	at lucee.runtime.type.scope.UndefinedImpl.call(UndefinedImpl.java:766):766  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:743):743  	at lucee.runtime.PageContextImpl.getFunction(PageContextImpl.java:1599):1599  	at system.web.controller_cfc$cf.udfCall5(/coldbox/system/web/Controller.cfc:648):648  	at system.web.controller_cfc$cf.udfCall(/coldbox/system/web/Controller.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.callWithNamedValues(UDFImpl.java:216):216  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:643):643  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.callWithNamedValues(ComponentImpl.java:1778):1778  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithNamedValues(VariableUtilImpl.java:774):774  	at lucee.runtime.PageContextImpl.getFunctionWithNamedValues(PageContextImpl.java:1609):1609  	at system.coldboxmodifications.bootstrap_cfc$cf.udfCall(/preside/system/coldboxModifications/Bootstrap.cfc:117):117  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.call(UDFImpl.java:229):229  	at lucee.runtime.type.scope.UndefinedImpl.call(UndefinedImpl.java:766):766  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:743):743  	at lucee.runtime.PageContextImpl.getFunction(PageContextImpl.java:1599):1599  	at system.coldboxmodifications.bootstrap_cfc$cf.udfCall(/preside/system/coldboxModifications/Bootstrap.cfc:22):22  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.call(UDFImpl.java:229):229  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:642):642  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.call(ComponentImpl.java:1761):1761  	at lucee.runtime.util.VariableUtilImpl.callFunctionWithoutNamedValues(VariableUtilImpl.java:743):743  	at lucee.runtime.PageContextImpl.getFunction(PageContextImpl.java:1599):1599  	at preside.system.bootstrap_cfc$cf.udfCall1(/preside/system/Bootstrap.cfc:42):42  	at preside.system.bootstrap_cfc$cf.udfCall(/preside/system/Bootstrap.cfc):-1  	at lucee.runtime.type.UDFImpl.implementation(UDFImpl.java:111):111  	at lucee.runtime.type.UDFImpl._call(UDFImpl.java:328):328  	at lucee.runtime.type.UDFImpl.call(UDFImpl.java:229):229  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:642):642  	at lucee.runtime.ComponentImpl._call(ComponentImpl.java:524):524  	at lucee.runtime.ComponentImpl.call(ComponentImpl.java:1761):1761  	at lucee.runtime.listener.ModernAppListener.call(ModernAppListener.java:414):414  	at lucee.runtime.listener.ModernAppListener._onRequest(ModernAppListener.java:133):133  	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:37):37  	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2271):2271  	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2234):2234  	at lucee.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:456):456  	at lucee.loader.servlet.CFMLServlet.service(CFMLServlet.java:47):47  	at javax.servlet.http.HttpServlet.service(HttpServlet.java:790):790  	at io.undertow.servlet.handlers.ServletHandler.handleRequest(ServletHandler.java:85):85  	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:129):129  	at org.cfmlprojects.regexpathinfofilter.RegexPathInfoFilter.doFilter(RegexPathInfoFilter.java:47):47  	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:61):61  	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131):131  	at io.undertow.servlet.handlers.FilterHandler.handleRequest(FilterHandler.java:84):84  	at io.undertow.servlet.handlers.security.ServletSecurityRoleHandler.handleRequest(ServletSecurityRoleHandler.java:62):62  	at io.undertow.servlet.handlers.ServletDispatchingHandler.handleRequest(ServletDispatchingHandler.java:36):36  	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43):43  	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43):43  	at io.undertow.servlet.handlers.ServletInitialHandler.dispatchRequest(ServletInitialHandler.java:274):274  	at io.undertow.servlet.handlers.ServletInitialHandler.dispatchToPath(ServletInitialHandler.java:209):209  	at io.undertow.servlet.spec.RequestDispatcherImpl.forwardImpl(RequestDispatcherImpl.java:221):221  	at io.undertow.servlet.spec.RequestDispatcherImpl.forwardImplSetup(RequestDispatcherImpl.java:147):147  	at io.undertow.servlet.spec.RequestDispatcherImpl.forward(RequestDispatcherImpl.java:111):111  	at org.tuckey.web.filters.urlrewrite.NormalRewrittenUrl.doRewrite(NormalRewrittenUrl.java:213):213  	at org.tuckey.web.filters.urlrewrite.RuleChain.handleRewrite(RuleChain.java:171):171  	at org.tuckey.web.filters.urlrewrite.RuleChain.doRules(RuleChain.java:145):145  	at org.tuckey.web.filters.urlrewrite.UrlRewriter.processRequest(UrlRewriter.java:92):92  	at org.tuckey.web.filters.urlrewrite.UrlRewriteFilter.doFilter(UrlRewriteFilter.java:389):389  	at io.undertow.servlet.core.ManagedFilter.doFilter(ManagedFilter.java:61):61  	at io.undertow.servlet.handlers.FilterHandler$FilterChainImpl.doFilter(FilterHandler.java:131):131  	at io.undertow.servlet.handlers.FilterHandler.handleRequest(FilterHandler.java:84):84  	at io.undertow.servlet.handlers.security.ServletSecurityRoleHandler.handleRequest(ServletSecurityRoleHandler.java:62):62  	at io.undertow.servlet.handlers.ServletDispatchingHandler.handleRequest(ServletDispatchingHandler.java:36):36  	at io.undertow.servlet.handlers.security.SSLInformationAssociationHandler.handleRequest(SSLInformationAssociationHandler.java:131):131  	at io.undertow.servlet.handlers.security.ServletAuthenticationCallHandler.handleRequest(ServletAuthenticationCallHandler.java:57):57  	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43):43  	at io.undertow.security.handlers.AbstractConfidentialityHandler.handleRequest(AbstractConfidentialityHandler.java:46):46  	at io.undertow.servlet.handlers.security.ServletConfidentialityConstraintHandler.handleRequest(ServletConfidentialityConstraintHandler.java:64):64  	at io.undertow.security.handlers.AuthenticationMechanismsHandler.handleRequest(AuthenticationMechanismsHandler.java:60):60  	at io.undertow.servlet.handlers.security.CachedAuthenticatedSessionHandler.handleRequest(CachedAuthenticatedSessionHandler.java:77):77  	at io.undertow.security.handlers.AbstractSecurityContextAssociationHandler.handleRequest(AbstractSecurityContextAssociationHandler.java:43):43  	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43):43  	at io.undertow.server.handlers.PredicateHandler.handleRequest(PredicateHandler.java:43):43  	at io.undertow.servlet.handlers.ServletInitialHandler.handleFirstRequest(ServletInitialHandler.java:292):292  	at io.undertow.servlet.handlers.ServletInitialHandler.access$100(ServletInitialHandler.java:81):81  	at io.undertow.servlet.handlers.ServletInitialHandler$2.call(ServletInitialHandler.java:138):138  	at io.undertow.servlet.handlers.ServletInitialHandler$2.call(ServletInitialHandler.java:135):135  	at io.undertow.servlet.core.ServletRequestContextThreadSetupAction$1.call(ServletRequestContextThreadSetupAction.java:48):48  	at io.undertow.servlet.core.ContextClassLoaderSetupAction$1.call(ContextClassLoaderSetupAction.java:43):43  	at io.undertow.servlet.handlers.ServletInitialHandler.dispatchRequest(ServletInitialHandler.java:272):272  	at io.undertow.servlet.handlers.ServletInitialHandler.access$000(ServletInitialHandler.java:81):81  	at io.undertow.servlet.handlers.ServletInitialHandler$1.handleRequest(ServletInitialHandler.java:104):104  	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:211):211  	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:809):809  	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142):1142  	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617):617  	at java.lang.Thread.run(Thread.java:745):745    CFTagContext=ID: ??; LINE: 25; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\application\views\formcontrols\select\index.cfm   ID: ??; LINE: 332; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 322; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 158; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 104; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\Controller.cfc   ID: ??; LINE: 467; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\services\forms\FormsService.cfc   ID: ??; LINE: 382; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\services\forms\FormsService.cfc   ID: ??; LINE: 98; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\helpers\presideProxies.cfm   ID: ??; LINE: 20; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\application\views\page-types\event_booking\index.cfm   ID: ??; LINE: 332; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 322; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 158; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\plugins\Renderer.cfc   ID: ??; LINE: 115; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\services\presideObjects\PresideObjectViewService.cfc   ID: ??; LINE: 27; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\helpers\presideProxies.cfm   ID: ??; LINE: 9; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\application\handlers\page-types\event_booking.cfc   ID: ??; LINE: 86; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\externals\coldbox-standalone-3.8.2\coldbox\system\EventHandler.cfc   ID: ??; LINE: 759; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\externals\coldbox-standalone-3.8.2\coldbox\system\web\Controller.cfc   ID: ??; LINE: 648; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\externals\coldbox-standalone-3.8.2\coldbox\system\web\Controller.cfc   ID: ??; LINE: 93; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\Controller.cfc   ID: ??; LINE: 35; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\helpers\presideProxies.cfm   ID: ??; LINE: 62; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\handlers\core\SiteTreePageRequestHandler.cfc   ID: ??; LINE: 764; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\externals\coldbox-standalone-3.8.2\coldbox\system\web\Controller.cfc   ID: ??; LINE: 648; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\externals\coldbox-standalone-3.8.2\coldbox\system\web\Controller.cfc   ID: ??; LINE: 117; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\Bootstrap.cfc   ID: ??; LINE: 22; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\coldboxModifications\Bootstrap.cfc   ID: ??; LINE: 42; TEMPLATE: C:\xampp\htdocs\PXL8\preside-prac\preside\system\Bootstrap.cfc"
"WARN","defaultLogAppender","01/18/2018","15:31:19","default","Application reloading now (reload requested)"
